session_id,treatment,participant_gender,participant_age,participant_degree,participant_ethnicity,participant_politics,ml_fam,cj_fam,confidence,relative_confidence,self_reported_influence,self_reported_exp_usefulness,self_reported_ra_accuracy,self_reported_ra_fairness,self_reported_exp_ability,accountability,open_response_1,open_response_2,influence,participant_brier_score,false_positive_participant,ra_brier_score,false_positive_ra_black,false_positive_ra_white,false_positive_ra_diff,session_submit_time
3HWRJOOET52XFQ42Q0QUMED2S1GESI,1,Male,2,8,African-American,Democrat,3,2,4,4,4,4,3,3,5,3,Yes i did incorporate the algorithm's risk scores in some cases where we shared same projections,,0.733333333,0.743666667,5,0.769666667,3,1,2,08:41.7
3DPNQGW4LLFA0Q9CUHBECN5JXNP46G,1,Female,2,8,Caucasian,Democrat,5,5,5,5,1,5,5,5,5,3,,,0.6,0.722,1,0.795333333,2,0,2,56:25.0
3WRFBPLXRAOXPFW0TKSC4TZZFZ8N3N,3,Female,2,8,Caucasian,Democrat,3,3,4,4,3,3,4,3,2,3,,,0.733333333,0.835,2,0.850666667,1,1,0,47:01.5
3TEM0PF1Q5XSMB6QL3WQ6QPYYON0DY,5,Male,1,7,Caucasian,Independent,3,2,5,4,1,3,2,5,3,3,,,0.8,0.705333333,5,0.781666667,2,0,2,31:39.6
31Z0PCVWUKFDLB27SSHEQ9H78XU7TI,1,Male,4,8,Caucasian,Independent,2,2,3,3,2,3,3,3,3,3,,,0.766666667,0.662,10,0.750666667,5,2,3,52:40.8
3PM8NZGV8YGU8AG6T1RHF3J8REPQXO,4,Female,4,4,Caucasian,Democrat,2,4,5,4,3,4,3,4,4,4,,,0.633333333,0.801,1,0.841333333,1,1,0,54:38.6
3J88R45B2GY98YFRTOCSFYTYM9BPXM,3,Male,3,9,Caucasian,Democrat,2,3,4,4,4,3,4,5,5,3,,,0.733333333,0.774666667,2,0.795666667,2,2,0,31:58.6
3HHRAGRYX851M2LSB8TZAV2Q4FX9O6,1,Male,6,10,Caucasian,Democrat,2,3,3,3,3,3,3,3,4,3,"I took it for granted that the algorithm, programmed by humans, would incorporate a degree of cultural and systemic racism in its judgments. So, given other measures of likelihood of commission of crimes before trial, I tended to downgrade its risk scores of African-American subjects. ",,0.7,0.796,1,0.826,3,0,3,21:45.6
3GM6G9ZBKNXW6E9UWYJ39REX44KTMB,3,Female,2,5,Latino/hispanic,Democrat,3,2,4,3,2,1,2,3,1,3,"I didn't, because the algorithm's choices were based on age more than anything, and age is a terrible metric for crimes and recidivism. ","I didn't, because it didn't make sense to me.",0.7,0.809333333,1,0.786333333,3,0,3,28:03.8
340UGXU9DY1UWEISAVA41JJCEJDUVA,4,Female,4,9,Caucasian,Republican,3,4,4,5,2,3,2,2,4,3,,,0.8,0.765666667,6,0.816333333,3,1,2,43:35.0
3FDJT1UU748ZVOY1AQOPRYGFZ4E5KI,4,Female,2,7,Caucasian,Independent,4,3,3,4,2,3,3,2,3,1,,,0.7,0.749,7,0.771,5,0,5,45:57.0
3PQMUDRV7R6K1H3SH7M73R57BI0IIQ,0,Female,2,4,Caucasian,Democrat,4,3,4,3,0,0,0,0,0,0,,,,0.698666667,5,0.798,,,,03:10.0
351SEKWQS0HPPPDXA8JO4NWB0MCDMZ,0,Male,2,4,Latino/hispanic,Republican,3,3,4,4,0,0,0,0,0,0,,,,0.572666667,17,0.859,,,,00:07.6
3OHYZ19UGC5FRLVX3E7Z6QDABO5OA9,5,Male,3,8,Caucasian,Democrat,2,3,2,3,2,2,2,2,3,2,I looked at it after making my estimate to see if we arrived at a similar number.,,0.7,0.76,4,0.796666667,3,0,3,24:11.0
3DYGAII7PL8PZ1EF7AH0LQX5O6CPQC,0,Male,2,8,Two or more,Independent,5,5,3,3,0,0,0,0,0,0,,,,0.732666667,5,0.754,,,,31:22.9
3TPZPLC3M0CXS08D9Z548I4UFI03PY,4,Female,6,4,Caucasian,Independent,2,2,3,3,2,3,4,1,2,3,I picked my own choice but then I also looked at what the algorithm picked after I made my decision.,,0.7,0.778333333,3,0.813666667,3,0,3,49:39.2
3VHHR074H3HP2YU2JJFN4I7QF9WL7W,3,Male,5,5,Caucasian,Independent,3,4,4,4,3,2,3,3,4,3,"I considered it and also going with my own judgement based on the age, crime and history to make my own determination",,0.733333333,0.767333333,4,0.784666667,2,2,0,39:28.4
3K4J6M3CXETRZ8EZFVUR1H48JX3AGM,0,Male,3,8,Latino/hispanic,Independent,3,3,3,3,0,0,0,0,0,0,the amount of prior crimes,,,0.767666667,2,0.824666667,,,,04:03.9
3H8DHMCCW9BUZ1DUPW68PA47CD0KDD,3,Female,2,4,Two or more,Democrat,2,3,2,3,2,1,3,4,3,1,"I used it mainly as a starting point. There are things the computer can't judge based on numbers and keywords alone. For example, I would rate multiple juvenile convictions, particularly felonies or multiple misdemeanors, as having a much higher chance of reoffending as a charged adult.",,0.433333333,0.773666667,4,0.820333333,3,0,3,46:06.5
333U7HK6I9FZOH7C7B6WOV4UWSHDJV,0,Female,2,8,African-American,Independent,3,3,4,4,0,0,0,0,0,0,,,,0.519333333,2,0.731,,,,57:48.4
37WLF8U1WPQVESYFF9YUJ4UFU9FK6M,1,Male,3,9,African-American,Republican,3,4,5,5,2,4,2,3,5,5,I could incorporate it to help and analyze the issues to some extend.,,0.833333333,0.764333333,5,0.807666667,3,0,3,56:58.2
38JBBYETQOAED52R0ZUCOBXWETU4EY,2,Male,2,9,Caucasian,Democrat,3,3,4,3,3,3,4,3,3,4,,,0.633333333,0.723333333,15,0.768666667,4,2,2,41:11.8
3FQ5JJ512LO3LD47EQKBLFG1PZ4KNW,1,Female,2,9,Caucasian,Democrat,4,3,4,4,4,3,4,4,3,4,,,0.666666667,0.781666667,3,0.823,5,0,5,39:12.8
30ZX6P7VF8VCL79WAMMFSCDQ0X42JG,3,Female,4,7,Caucasian,Independent,2,3,3,3,2,2,2,2,3,3,"There were times I agreed with the algorithm and times that I didn't. If I agreed I simply chose the same number and if i didn't, I chose what I felt was appropriate. I did not notice the indications for how the algorithm might change the risk factor and felt that it didn't always make sense. It would give low scores solely based on median ages with no other deviation to the information, which did not seem correct to me. ","Sometimes this information made sense but sometimes it did not and I did not agree with the assessment. I also think there were similar circumstances where the only difference was race, yet the risk factor was judged quite differently in a few examples. ",0.666666667,0.807,1,0.825333333,1,2,-1,37:28.4
3KYQYYSHYV7DPSY9NOY1WRLGWVVODC,4,Male,3,8,Latino/hispanic,Democrat,5,4,4,4,4,4,4,4,4,4,,,0.733333333,0.65,14,0.779666667,4,2,2,40:28.7
336YQZE83VEULCY4V2156B8JO1Q5MO,3,Male,2,7,Asian,Independent,2,3,4,3,1,2,2,2,3,4,,,0.666666667,0.831,2,0.833,2,0,2,24:09.9
3QILPRALQ5VJQC2651N8VA7AVPQN8D,4,Male,4,9,Asian,Independent,3,2,3,3,2,2,3,3,4,3,I made my own decisions based on facts presented,,0.633333333,0.724,1,0.840666667,2,0,2,53:06.3
39LOEL67OS5CM89WNI3TMW94PA783T,0,Male,2,8,Caucasian,Democrat,3,3,4,4,0,0,0,0,0,0,About their past crime rate and the types of crime they have done.,,,0.714666667,4,0.755,,,,00:51.2
3HL8HNGX4517GP8ZC5A9N1TCCH3F9T,2,Male,4,8,Caucasian,Republican,3,3,4,5,3,2,4,4,5,4,"It seems like during the first half I was a point above, then for the second half I was a point below generally. I took into account more of the person's age and crime type. If a 56 yo has 0 crimes his whole life then does something violent all of a sudden, it was an unforeseen circumstance. He gets a 1 because he's not doing it again, not a 2 like the algorithm says. I am more practical.",Your system states weird hypotheticals which was not useful and it was mostly random.,0.8,0.825,2,0.794333333,1,0,1,19:56.7
32UTUBMZ7GWF0F9MA4T9WTROP3QBV4,4,Male,2,8,Caucasian,Republican,4,3,4,4,1,4,4,4,3,3,,,0.766666667,0.758333333,2,0.812333333,2,0,2,31:27.3
3KMS4QQVK2QRXLRQG21YDA7SO2QFKH,5,Male,2,9,Caucasian,Democrat,5,5,5,5,5,3,5,3,5,4,,,0.666666667,0.634,11,0.797666667,0,1,-1,04:09.5
35DR22AR5DK219A4VQFL2VQXHH8X3F,4,Female,2,8,Asian,Democrat,1,2,3,3,2,2,2,3,4,3,,,0.733333333,0.772666667,4,0.767,3,1,2,43:06.4
3ZSY5X72NXB7Q2HE5PTL1G2KBSTORH,5,Male,4,8,Caucasian,Republican,2,4,3,4,3,4,4,4,4,4,"I first looked at the facts of each case and developed my own rating.   I then looked at how the algorithm scored and compared it to my score.  I then made a decision on how I would submit my final score after re-reading the facts, the algorithm’s score, etc.",The explanations gave me a different perspective on each defendant’s case and sometimes made me rethink my score.  Very useful. ,0.6,0.882666667,2,0.858333333,1,1,0,30:08.7
3IO1LGZLK9XBJRWE6K1RTZLO0YR68A,4,Male,3,8,Caucasian,Democrat,4,3,4,4,3,3,3,4,4,3,,,0.7,0.743333333,6,0.806,1,0,1,54:01.2
3GNCZX450INXCL7YIEKEVQI0KAWAP4,2,Male,2,10,African-American,Republican,2,3,3,4,4,1,3,3,3,4,I only used it as a starting point for the decision making.,,0.633333333,0.764,0,0.825333333,1,0,1,40:16.4
35K3O9HUABDOBLZGKGQVFFUN3BMEFZ,1,Female,2,7,Caucasian,Democrat,2,3,2,3,3,3,3,3,3,3,,,0.833333333,0.752666667,2,0.780666667,1,3,-2,37:42.8
37WLF8U1WPQVESYFF9YUJ4UFUH7K6U,2,Female,2,4,Caucasian,Democrat,5,3,5,5,3,1,3,4,5,4,,,0.766666667,0.760666667,5,0.784666667,2,1,1,11:55.5
38SKSKU7R1XMRIBY2AJKV7XZTP3ILK,3,Female,4,8,Caucasian,Independent,3,3,3,3,4,4,3,3,4,3,,,0.633333333,0.718,7,0.752333333,1,1,0,43:18.1
3M0NZ3JDP1YUKJXNARRZED4S2VC5ZO,2,Male,3,9,Caucasian,Democrat,4,4,5,4,3,5,3,4,4,4,,,0.733333333,0.666333333,10,0.812,0,0,0,34:53.8
3WSELTNVR32V4D05ZVTY00JX9RBATV,0,Female,5,6,Caucasian,Republican,4,3,5,3,0,0,0,0,0,0,,,,0.774333333,3,0.806333333,,,,12:19.5
3R5F3LQFV2KGST35F6NYNJ4JK7OOZI,4,Male,2,8,African-American,Democrat,1,2,3,3,3,4,3,3,4,4,,,0.8,0.734,9,0.764666667,6,0,6,57:42.3
3VBEN272MKZVZ40TWVGIMHYE54OGS4,0,Female,4,8,Asian,Republican,1,3,3,3,0,0,0,0,0,0,,,,0.720333333,1,0.789333333,,,,10:49.1
34BBWHLWHAB22CNX6OQM4IEFR26IWO,4,Male,3,5,African-American,Democrat,2,2,3,3,4,2,4,3,4,4,I tried to see how the algorithm factored the information and use it to justify my rating. If my rating was near the algorithms then I felt pretty confident in it. If I was far off I would reassess why the algorithm may have given its rating and adjusted it if i felt it made a better choice.,,0.766666667,0.714666667,2,0.776666667,2,0,2,56:17.5
3OE22WJIGIO2R6MBOWGUVWK4XW8QUW,4,Female,2,8,Caucasian,Democrat,4,5,4,4,3,5,3,4,4,3,,,0.7,0.810666667,0,0.817,2,0,2,33:05.2
3Z2R0DQ0JHE4ARN4WLBOVW0YV20E2P,4,Female,2,8,Caucasian,Democrat,3,3,4,4,4,4,4,4,4,3,,,0.6,0.659,13,0.803,3,2,1,49:48.1
37QW5D2ZRGMG6PUBDX4UU4HGIOS8S4,4,Male,3,8,Caucasian,Democrat,3,3,3,3,3,2,3,3,3,3,"I based it off of how many previous crimes they had, and the type of crime they committed.",,0.733333333,0.743333333,1,0.802,2,0,2,52:43.5
3EKVH9QMEY4ZIL940Q04PEIDVOZ2DG,5,Female,3,8,African-American,Something else,3,3,4,4,2,3,3,3,3,1,I took i into account,,0.733333333,0.748,3,0.789,0,3,-3,57:19.3
37U1UTWH9VM45AUYY84P4UCKWRT8RA,4,Male,4,8,Other/unknown,Democrat,3,4,4,5,4,4,4,4,4,4,,,0.733333333,0.704,13,0.808,2,1,1,20:28.3
3Y5140Z9DXGCI3QWU2CRCO6JXAGIPF,1,Male,4,8,Caucasian,Democrat,3,2,3,3,3,3,3,3,4,3,,,0.9,0.676,4,0.749,4,0,4,32:18.6
3KWTYT08703AFUGJVQ0Q6YTUO3KL50,4,Male,2,8,African-American,Democrat,4,2,4,4,4,4,3,3,3,2,,,0.733333333,0.743666667,4,0.749666667,4,0,4,40:16.5
3TY7ZAOG5FK00HC0DKIDA3KOH88K04,2,Male,2,8,Caucasian,Democrat,4,5,4,4,4,4,3,4,5,3,,,0.666666667,0.714,14,0.840333333,0,1,-1,27:08.2
3MD9PLUKKIEYA83TERNL8U4EUXSNZB,4,Female,4,8,Caucasian,Democrat,1,2,2,2,3,3,3,2,2,3,I used the algorithm as a starting point and then either went up or down depending on the other factors.,Age was an important for me.,0.666666667,0.783333333,4,0.793333333,2,1,1,34:52.9
3JWH6J9I9SD2SA0D8D7IMCXB3RLNBE,3,Female,5,9,Caucasian,Democrat,2,2,3,3,2,2,2,2,4,2,"I looked at them and reread the description. Sometimes they didn't match at all. So, I relied on my own judgement mostly.",Not really helpful.,0.7,0.77,4,0.745333333,3,0,3,47:38.2
34YB12FSQYOS19NOCYKWA8Z8EJ9MGA,5,Female,3,8,Asian,Don't know,3,3,3,3,2,4,4,4,4,3,,,0.666666667,0.732333333,11,0.805,1,1,0,34:51.3
3A0EX8ZRN8OW494RFFGT3SVI7FFYBD,4,Female,3,8,Caucasian,Independent,2,4,3,4,2,3,3,3,4,3,"I tried to not pay attention to it. Many years I studied crime so I tried to rely mostly on that but I do think when I looked at the scores and gave me doubt, etc. ","I understand the incorporations of age, crimes, etc. I did feel it left out important considerations like whether the violent crimes were strangers or family, etc. ",0.733333333,0.695333333,1,0.727666667,3,1,2,52:42.7
35GMH2SV3EHIHYC9JJ9L2931VCMOE4,1,Male,3,9,Caucasian,Democrat,4,4,4,3,3,4,4,3,4,1,,,0.8,0.789333333,5,0.814666667,4,1,3,02:49.1
3OXV7EAXLEQPIUQ8U36V2IDDKD336L,4,Male,3,8,African-American,Democrat,4,4,5,5,3,5,4,5,5,5,,,0.7,0.717666667,5,0.727666667,3,0,3,02:38.2
3HPZF4IVNMTFEEWXTFCOEC10OWECYO,0,Female,3,3,African-American,Something else,4,4,1,2,0,0,0,0,0,0,Age was a major factor in my decisions. ,,,0.563,3,0.793,,,,07:59.7
34S6N1K2ZVJMVN0EWS1ZVVWKSN1LHS,1,Female,5,7,Caucasian,Republican,1,3,4,3,2,1,3,3,4,1,,,0.733333333,0.739,2,0.791666667,2,2,0,18:44.0
3TPWUS5F891BP91XEEU0TFGKEONCWZ,3,Male,2,9,African-American,Republican,3,1,1,3,3,2,3,3,4,4,,,0.633333333,0.727666667,8,0.784333333,4,1,3,24:41.0
320DUZ38G7M201H39174UG7R967JGT,2,Female,3,8,African-American,Independent,2,2,3,4,4,4,4,4,3,3,,,0.8,0.670666667,9,0.781333333,6,1,5,00:33.3
3R6P78PK7KBWE4D8LVL8WMU08SQGTS,5,Female,3,9,Caucasian,Democrat,4,4,3,3,2,2,2,2,4,2,,,0.766666667,0.724333333,6,0.732333333,4,2,2,49:12.9
3VNL7UK1XFJQ04HDABFQE1UO6DXFTY,0,Male,2,8,Caucasian,Democrat,2,1,5,5,0,0,0,0,0,0,,,,0.768333333,2,0.839,,,,14:03.4
3ATPCQ38J8ARLZZZ91GX8HBCOTTAYK,0,Male,2,9,Caucasian,Republican,3,3,4,3,0,0,0,0,0,0,,,,0.707666667,14,0.825,,,,59:05.2
339ANSOTR52B7CTGHA7JG7KK30AIKE,1,Female,2,9,Caucasian,Democrat,3,4,4,4,3,4,4,4,4,3,I observed their age and their prior crime rates to make my decisions.,,0.766666667,0.784,4,0.779,1,2,-1,02:16.7
3HMIGG0U4L6D2B6KC3WJCQ5HZ9UY8E,4,Female,7,7,Caucasian,Republican,2,3,3,3,3,4,3,3,3,1,,,0.7,0.836,1,0.855666667,0,0,0,54:05.8
3Z7ISHFUH0VD71GP8PY2QXEJ4DIZ89,1,Female,3,5,Caucasian,Independent,1,2,5,4,3,2,3,5,5,2,I used the algorithm to start my decision again but I think the algorithm was to lenient and didn't figure high enough in most cases. So I increased my number from the algorithms,,0.566666667,0.729333333,12,0.826333333,4,0,4,55:59.4
3R9WASFE2ZGMMGQCG3480PV5R3AFZT,0,Male,2,8,Caucasian,Democrat,5,5,5,5,0,0,0,0,0,0,,,,0.645666667,6,0.765666667,,,,37:47.8
3OS46CRSLFZ9U3SREDC1LD5WBW26VP,4,Male,2,7,Caucasian,Republican,2,3,5,4,1,1,3,2,3,3,I didn't care what it had to say. priors were taken into account.,,0.7,0.666666667,2,0.79,1,1,0,12:35.2
3QHK8ZVMIMIC4AXSW0R39KTMXXOLBE,0,Male,5,8,Caucasian,Democrat,3,3,3,4,0,0,0,0,0,0,,,,0.728666667,13,0.843666667,,,,00:49.0
3PB5A5BD0V69G6G18SI7RQ2IJVZG7G,5,Female,4,8,Caucasian,Republican,2,2,3,3,2,4,3,3,3,3,"I read the description and figured out what my score was then checked the algorithm's score. If I felt on the fence about my score, I generally went with the algorithm. If I felt pretty confident with my decisions, I kept my score.",,0.733333333,0.823666667,3,0.833,1,1,0,35:02.1
3FTF2T8WLRI9RBUU2UK9RPFC89E9WL,5,Female,3,8,Caucasian,Democrat,2,4,5,3,5,5,5,4,4,3,"I looked at the algorithim and their prior convictions. If they committed lots of crimes in the past, juvenile or not it just makes seense to assume that said person will get into trouble again and againn.",the statement above explained it but it was based off of prior convictions. Nothing to do with race or age. If you're a criminal that doesn't really matter. ,0.666666667,0.627666667,2,0.780666667,2,1,1,34:57.0
3TXMY6UCAEO65C5B25VU1QYYQN8QCB,3,Male,2,8,Asian,Democrat,5,3,4,3,5,5,3,4,4,4,,,0.733333333,0.735666667,7,0.778,2,2,0,55:01.2
3WRFBPLXRAOXPFW0TKSC4TZZEGFN3R,2,Female,2,8,Native American,Democrat,4,4,5,5,2,4,3,4,4,3,,,0.666666667,0.735,11,0.785,1,3,-2,13:46.3
3X87C8JFV6BMCTU7ZRLUGV2GCTFSQY,4,Female,5,7,Caucasian,Republican,1,2,5,3,2,2,2,2,5,5,I looked at the risk score provided but based my decision on the facts of prior crimes committed,I read them thouroughly to see if it would change what I considered scoring the person,0.9,0.763333333,0,0.834666667,1,0,1,37:14.0
36WLNQG78ZAYY4N0FE4ZWP32ODUEBH,1,Female,3,5,Caucasian,Republican,1,2,5,3,2,2,3,4,3,4,I came up with my own risk score and then compared to the algorithm and most times it was very close.,,0.6,0.769,9,0.766666667,1,5,-4,49:46.8
3570Y55XZPJSVQC2V18743MFM2RGYF,1,Male,3,8,Caucasian,Democrat,5,4,5,4,4,4,4,4,5,4,,,0.6,0.762333333,6,0.884,0,0,0,45:49.8
3HRMW88U16QVQ5C3YWVTPGCS6J90M7,2,Male,5,8,Caucasian,Democrat,2,3,3,3,3,1,3,2,3,2,,,0.733333333,0.775333333,0,0.812,0,0,0,28:30.9
3JC6VJ2SABJTJBPFYZB0XKDJTBHA56,2,Female,3,8,Caucasian,Democrat,5,5,5,5,4,3,4,5,4,4,,,0.833333333,0.801666667,5,0.778666667,5,0,5,12:12.2
3MRNMEIQW565J7VCAWI94AHM1LODL8,4,Female,5,6,Caucasian,Independent,3,3,2,3,2,1,2,1,3,2,"It didn't influence my decisions much at all. I looked at the age, the nature of the crime and the priors to make my decisions.",I used my own judgement more than the algorithm.,0.766666667,0.770666667,3,0.791333333,4,1,3,01:02.2
3V5Q80FXIXR10T7771USC5W149I23M,5,Female,5,8,Native American,Republican,4,3,4,4,3,2,3,3,4,4,,,0.766666667,0.789,4,0.812,3,0,3,37:31.7
3TVSS0C0E10SBQ3800PQIPGO1OZWT5,1,Male,2,8,African-American,Democrat,3,3,4,5,2,4,3,4,4,4,,,0.733333333,0.727,3,0.783333333,2,2,0,16:34.9
3LQ8PUHQFLSK5MS8BP4M3F4SC5UIH7,3,Female,3,8,Caucasian,Independent,1,3,3,3,2,2,3,3,4,3,,,0.666666667,0.810666667,1,0.822333333,2,0,2,45:48.9
3S96KQ6I9M4T2K3HJ5K0Q1R3UGEDTE,2,Male,6,8,Native American,Democrat,2,3,3,3,3,2,3,3,2,3,no,,0.666666667,0.778666667,7,0.822,2,2,0,06:32.9
3HRMW88U16QVQ5C3YWVTPGCS63Q0MS,0,Male,1,8,Caucasian,Democrat,2,3,4,5,0,0,0,0,0,0,"The type of crime, age and previous crime record",,,0.755666667,2,0.821666667,,,,16:02.0
3WJEQKOXA82UVTOWXC9OUU02HM61AR,1,Female,4,9,Caucasian,Democrat,3,3,3,4,2,4,3,3,3,1,,,0.666666667,0.765666667,5,0.744333333,3,2,1,27:31.1
3EICBYG644WPJP1Y7FBL4PMCBYRJCZ,0,Female,1,8,Caucasian,Democrat,4,5,4,2,0,0,0,0,0,0,,,,0.74,11,0.787,,,,43:57.9
3A1PQ49WVHH95GWA3IJGBGN6UHVH1H,1,Male,2,7,African-American,Democrat,2,2,3,3,3,3,3,3,3,3,,,0.733333333,0.714333333,0,0.800666667,1,2,-1,36:47.0
3JAOYWH7VI4TGHIVYGD7IEYWAWGL9Y,3,Female,2,7,African-American,Democrat,3,4,4,3,4,3,4,4,3,3,,,0.733333333,0.660666667,9,0.758666667,2,0,2,06:06.3
3018Q3ZVOIQIOYNDV6O30LIFLNPARR,2,Female,4,8,Native American,Republican,2,3,3,4,3,2,3,1,3,1,,This applies to the statement below: Joe Biden stole the election along with his followers...,0.666666667,0.721,4,0.794666667,3,0,3,26:08.9
3Q5ZZ9ZEVOFF0NW011RM1T7O43085G,3,Male,3,8,Asian,Independent,3,2,4,4,3,2,3,2,4,4,Most of the time the algorithm was fairly correct when there was high probability of committing crime but for people who committed crime flor just one time the algorithm was way off.,Those explanations were kind of extreme end scenarios helping computer algorithm but that is now how humans work. Humans was way more emotional and complicated than just comparing some extreme numbers.,0.833333333,0.786,0,0.844666667,0,1,-1,06:09.4
3WYP994K17RQYXNWJOZLSC9QTD46YY,4,Male,2,8,Caucasian,Republican,3,3,5,4,5,3,5,4,3,3,,,0.8,0.812333333,4,0.782,3,3,0,17:25.7
34BBWHLWHAB22CNX6OQM4IEFRV1IW5,3,Female,3,9,Caucasian,Independent,1,2,2,2,4,3,3,3,1,4,I took the reasoning into consideration.,I looked for trends.,0.766666667,0.746666667,5,0.773333333,4,3,1,11:06.4
3A7Y0R2P2OODMNCTYB78I27MCQLJXR,2,Male,2,9,Caucasian,Democrat,3,3,4,4,3,3,3,3,2,3,,,0.633333333,0.767,3,0.766333333,1,1,0,11:43.1
3KV0LJBBH2LJQZW2S9E89CDFGT3MRR,5,Male,2,9,Caucasian,Independent,3,2,3,3,3,4,3,3,4,4,The algorithm helped me calibrate how I thought about prior crimes and age and how they might factor into a risk assessment.,"Sometimes it highlighted (not specifically, but implicitly) that someone who was younger was going to necessarily have less potentiality for priors, and therefore someone who is 25 with two priors is probably more likely than someone who is 50 with two priors to commit another crime.",0.866666667,0.638333333,3,0.705666667,3,2,1,56:50.5
3QY5DC2MXRK50HW2AG50JXGQPLVFU4,0,Female,3,8,Caucasian,Democrat,5,5,5,5,0,0,0,0,0,0,,,,0.645333333,16,0.821333333,,,,56:24.5
3V0Z7YWSIY0LC29QRB0YV0OKUBWV2W,2,Male,2,8,Caucasian,Democrat,4,4,5,5,1,2,2,2,5,3,,,0.766666667,0.577666667,1,0.753,1,0,1,13:29.7
378XPAWRUCD5VZKU5JUUMTHOYAVAIE,0,Male,2,10,Caucasian,Republican,5,4,5,5,0,0,0,0,0,0,,,,0.665666667,12,0.848666667,,,,07:09.4
3MAOD8E57QA95D3ED9Z0B9O3MU9XNX,3,Female,6,8,Caucasian,Republican,2,2,3,3,3,4,4,5,4,1,I considered it but I went with my own reasoning to make the final decision,I considered the seriousness and number of issues,0.833333333,0.757,6,0.784333333,6,0,6,51:22.1
3NS0A6KXC48S0GM7RNAQIAVHTNQZG3,5,Male,4,8,Asian,Democrat,3,3,5,4,1,5,3,3,5,3,,,0.833333333,0.801333333,2,0.816333333,2,2,0,31:52.2
3SUWZRL0MYDSSS65JNNRL9HAB726EY,4,Female,4,8,Caucasian,Republican,3,2,3,4,3,4,5,3,4,3,,,0.733333333,0.730333333,9,0.822333333,3,0,3,38:18.7
3X65QVEQI0NVEFPYA0NYK4Z4GMNLCT,5,Male,6,5,African-American,Democrat,3,3,4,3,2,2,3,3,4,2,,,0.633333333,0.742333333,8,0.767666667,4,0,4,52:02.0
3R08VXYT7CV5DS61NXMPDTO6CR97W5,1,Male,4,7,Caucasian,Independent,3,3,4,3,2,2,2,2,4,3,"I used it as a basic guide, then I made my decision.",,0.733333333,0.778333333,2,0.831,2,3,-1,59:26.2
3PJ71Z61R42GQAER56VOYZPICZ691T,4,Male,2,8,Latino/hispanic,Democrat,4,4,4,5,4,3,3,3,4,4,,,0.766666667,0.727,2,0.810666667,0,1,-1,37:04.5
36V4Q8R5ZK0JEYH2FUP84M3AJN2QMQ,2,Male,2,9,Caucasian,Democrat,3,3,2,3,3,2,3,3,3,3,,,0.8,0.686333333,15,0.750333333,7,0,7,49:38.7
3JZQSN0I3QAMVZV7QBGJFIFZGDGGF5,0,Female,1,8,Caucasian,Democrat,3,4,2,2,0,0,0,0,0,0,,,,0.700666667,11,0.775666667,,,,15:19.1
3RSDURM96AMUBCGBP6IJ40139U8YES,2,Male,5,8,Caucasian,Democrat,2,3,2,3,3,3,2,2,3,3,,,0.7,0.751666667,3,0.817666667,2,2,0,13:39.7
3TGOYF991XMUJZTS550Z5XHT08JUUS,3,Male,3,8,Caucasian,Democrat,3,4,5,4,3,4,4,3,4,4,,,0.666666667,0.765666667,2,0.804666667,3,0,3,16:41.5
3J2UYBXQQLCT12RBBGOC0KF6HX0602,3,Female,5,8,Asian,Republican,1,1,1,2,3,2,3,3,2,1,"just interested to see what algorithm predicted, then based some of my decisions on it","whether the algorithm predicted high or low didn't help me, so i primarily focused on actual score without its explanation (and trying to figure it out)",0.566666667,0.734666667,4,0.751666667,4,0,4,56:51.7
3KIBXJ1WD5UL3Y4JF5KO04G6F99KOB,1,Female,2,8,Caucasian,Democrat,4,4,3,3,4,4,3,3,5,4,,,0.7,0.775666667,2,0.797666667,2,0,2,02:54.0
39K0FND3AHFRRIALQYSMEMO5F5LAM8,2,Male,2,9,Caucasian,Republican,5,4,5,4,5,5,3,3,4,3,,,0.666666667,0.681333333,11,0.792666667,3,0,3,14:26.4
3PH3VY7DJLXOX2C76SE84DH5N2BZWF,3,Male,3,5,African-American,Republican,5,4,4,4,5,5,3,3,4,3,I went by prior convictions: numbers of charges and/or number of cases settled.,"There were no names just assumed facts , I could tell about the childhood , school life or other victim-criminal minded. These factors involve timing of the matter.",0.833333333,0.438333333,12,0.781666667,1,2,-1,37:39.7
3PS7W85Z8Z2HZUQ07PFY458D4CU9TN,4,Male,2,9,Caucasian,Republican,4,4,5,4,5,3,5,5,4,1,,,0.833333333,0.781666667,8,0.864,1,1,0,16:34.2
3DBQWDE4Y6Y03UJ473G5JQXJSVON51,0,Male,2,9,Caucasian,Democrat,5,2,3,3,0,0,0,0,0,0,None,,,0.688666667,4,0.749,,,,03:00.5
3QFUFYSY9YF6JJ2NVAEI6TIWQMT4FK,1,Female,5,8,Caucasian,Democrat,4,4,4,3,4,5,4,3,5,3,,,0.766666667,0.724666667,8,0.780333333,2,4,-2,01:50.0
36W0OB37HWE60CHIBTS83A7I7Z5ZHR,2,Female,6,8,Caucasian,Democrat,3,3,4,4,4,4,4,4,4,4,,,0.733333333,0.722,10,0.785666667,4,0,4,17:36.6
3FTF2T8WLRI9RBUU2UK9RPFC7HZW98,1,Female,3,8,Caucasian,Republican,3,3,4,4,3,2,2,2,4,3,I only read the score after I decided on my own number,,0.633333333,0.725333333,2,0.712666667,3,0,3,48:05.9
